Stattrak,Weapon Name,Skin Name,Range Delimeter,#FN,#MW,#FT,#WW,#BS,$FN,$MW,$FT,$WW,$BS,floatAvg,Avg Cost,Avg Profit,Net Profit After Steam ($)
False,P2000,Wicked Sick,min,5,4,0,1,0,43.26,26.22,12.47,8.52,6.64,0.066,329.7,408.57,25.58
False,UMP-45,Momentum,min,8,1,1,0,0,8.57,5.45,3.78,3.52,3.34,0.022,77.79,118.82,25.53
True,Glock-18,Umbral Rabbit,min,0,10,0,0,0,17.28,9.16,3.82,4.88,3.32,0.07,91.6,134.68,25.52
True,P90,Neoqueen,min,6,3,0,1,0,10.49,7.07,4.57,7.47,12.08,0.059,91.62,134.68,25.5
True,P2000,Corticera,min,0,7,3,0,0,27.12,10.78,9.27,nan,nan,0.094,103.27,148.07,25.49
True,Dual Berettas,Melondrama,min,4,6,0,0,0,22.51,8.48,4.47,3.16,2.7,0.042,140.92,191.36,25.48
True,SSG 08,Big Iron,min,3,7,0,0,0,46.35,27.01,14.53,12.58,12.75,0.049,328.12,406.46,25.33
True,XM1014,Incinegator,min,0,0,9,0,1,nan,33.92,3.6,3.42,2.96,0.18,35.36,69.78,25.32
True,XM1014,Entombed,min,1,6,3,0,0,21.63,10.95,6.51,5.59,5.49,0.087,106.86,151.8,25.14
True,Sawed-Off,Devourer,min,3,3,4,0,0,25.39,12.26,6.62,5.75,4.94,0.081,139.43,189.23,25.12
True,Desert Eagle,Mecha Industries,min,9,0,1,0,0,22.47,14.77,10.6,10.88,9.61,0.015,212.83,273.61,25.1
True,UMP-45,Wild Child,min,1,9,0,0,0,84.38,44.9,16.99,11.62,9.2,0.063,488.48,846.14,247.31
True,P2000,Wicked Sick,min,1,9,0,0,0,85.6,45.34,16.57,12.09,9.73,0.063,493.66,846.14,242.13
True,P90,Neoqueen,min,7,2,1,0,0,10.49,7.07,4.57,7.47,12.08,0.029,92.14,134.68,24.98
True,R8 Revolver,Llama Cannon,min,1,9,0,0,0,22.65,9.0,4.68,3.81,3.49,0.066,103.65,147.87,24.93
False,P2000,Wicked Sick,min,4,6,0,0,0,43.26,26.22,12.47,8.52,6.64,0.042,330.36,408.57,24.92
True,XM1014,Incinegator,min,0,0,9,1,0,nan,33.92,3.6,3.42,2.96,0.173,35.82,69.78,24.86
True,Sawed-Off,Kiss♥Love,min,0,2,7,0,1,41.69,17.39,8.97,7.55,6.46,0.1639999999999999,104.03,148.18,24.82
True,MP7,Abyssal Apparition,min,5,3,2,0,0,21.8,8.23,3.98,3.02,2.73,0.051,141.65,191.36,24.75
False,P2000,Wicked Sick,min,0,0,9,0,1,43.26,26.22,12.47,8.52,6.64,0.18,118.87,165.13,24.72
True,P2000,Wicked Sick,min,8,0,1,0,1,85.6,45.34,16.57,12.09,9.73,0.06,711.1,846.14,24.69
True,XM1014,Incinegator,min,0,0,10,0,0,nan,33.92,3.6,3.42,2.96,0.15,36.0,69.78,24.68
True,MP7,Nemesis,min,3,6,1,0,0,28.01,13.31,9.2,nan,nan,0.057,173.09,227.32,24.58
True,P90,Neoqueen,min,7,1,1,1,0,10.49,7.07,4.57,7.47,12.08,0.06,92.54,134.68,24.58
False,MP5-SD,Phosphor,min,7,2,1,0,0,9.1,5.68,3.69,3.75,3.38,0.029,78.75,118.82,24.57
True,P250,Visions,min,0,2,7,0,1,35.05,17.14,9.06,8.15,6.76,0.1639999999999999,104.46,148.18,24.39
True,MP9,Food Chain,min,1,9,0,0,0,24.15,8.47,4.64,3.17,2.66,0.063,100.38,143.44,24.35
True,FAMAS,Eye of Athena,min,4,4,2,0,0,26.65,12.8,6.71,6.33,7.3,0.058,171.22,224.81,24.27
True,R8 Revolver,Banana Cannon,min,0,8,2,0,0,14.97,6.97,3.43,2.72,2.54,0.086,62.62,99.89,24.24
True,AUG,Death by Puppy,min,0,10,0,0,0,23.97,12.41,8.0,7.1,nan,0.07,124.1,170.51,24.17
True,Sawed-Off,Devourer,min,5,2,3,0,0,25.39,12.26,6.62,5.75,4.94,0.059,171.33,224.81,24.16
False,UMP-45,Wild Child,min,0,0,9,0,1,43.65,26.21,12.53,8.64,6.7,0.18,119.47,165.13,24.12
False,P2000,Wicked Sick,min,3,4,3,0,0,43.26,26.22,12.47,8.52,6.64,0.073,272.07,340.6,24.1
True,SSG 08,Big Iron,min,5,2,3,0,0,46.35,27.01,14.53,12.58,12.75,0.059,329.36,406.46,24.09
True,FAMAS,Djinn,min,3,7,0,0,0,23.73,8.31,4.43,3.24,3.33,0.049,129.36,176.45,24.08
True,P90,Neoqueen,min,8,0,2,0,0,10.49,7.07,4.57,7.47,12.08,0.03,93.06,134.68,24.06
True,UMP-45,Wild Child,min,2,7,1,0,0,84.38,44.9,16.99,11.62,9.2,0.064,500.05,846.14,235.74
True,P2000,Wicked Sick,min,2,7,1,0,0,85.6,45.34,16.57,12.09,9.73,0.064,505.15,846.14,230.64
True,P2000,Corticera,min,0,8,2,0,0,27.12,10.78,9.27,nan,nan,0.086,104.78,148.07,23.98
False,UMP-45,Momentum,min,8,2,0,0,0,8.57,5.45,3.78,3.52,3.34,0.014,79.46,118.82,23.86
False,P250,Visions,min,0,9,1,0,0,16.99,9.88,5.93,6.0,4.61,0.078,94.85,136.43,23.79
True,MAG-7,Justice,min,0,9,1,0,0,28.07,9.53,3.97,3.22,3.07,0.078,89.74,130.5,23.74
True,Sawed-Off,Kiss♥Love,min,0,2,7,1,0,41.69,17.39,8.97,7.55,6.46,0.1569999999999999,105.12,148.18,23.73
True,P90,Neoqueen,min,0,7,3,0,0,10.49,7.07,4.57,7.47,12.08,0.094,63.2,99.89,23.66
True,MAG-7,Justice,min,3,5,2,0,0,28.07,9.53,3.97,3.22,3.07,0.065,139.8,187.96,23.65
True,P90,Shapewood,min,3,7,0,0,0,26.59,9.08,3.56,3.04,3.22,0.049,143.33,191.99,23.62
False,UMP-45,Wild Child,min,5,4,0,1,0,43.65,26.21,12.53,8.64,6.7,0.066,331.73,408.57,23.55
True,CZ75-Auto,Yellow Jacket,min,4,3,3,0,0,27.95,12.12,8.66,7.19,7.18,0.0659999999999999,174.14,227.32,23.53
True,Dual Berettas,Melondrama,min,5,2,3,0,0,22.51,8.48,4.47,3.16,2.7,0.059,142.92,191.36,23.48
True,R8 Revolver,Banana Cannon,min,3,7,0,0,0,14.97,6.97,3.43,2.72,2.54,0.049,93.7,134.68,23.42
False,UMP-45,Wild Child,min,4,6,0,0,0,43.65,26.21,12.53,8.64,6.7,0.042,331.86,408.57,23.42
False,Sawed-Off,Kiss♥Love,min,0,9,1,0,0,17.93,9.93,5.9,4.8,4.33,0.078,95.27,136.43,23.37
True,SG 553,Colony IV,min,2,7,1,0,0,72.42,27.82,11.55,9.16,8.31,0.064,351.13,430.62,23.33
True,R8 Revolver,Banana Cannon,min,1,5,4,0,0,14.97,6.97,3.43,2.72,2.54,0.095,63.54,99.89,23.32
False,MP5-SD,Phosphor,min,8,0,2,0,0,9.1,5.68,3.69,3.75,3.38,0.03,80.18,118.82,23.14
True,P250,Visions,min,0,2,7,1,0,35.05,17.14,9.06,8.15,6.76,0.1569999999999999,105.85,148.18,23.0
True,UMP-45,Wild Child,min,3,5,2,0,0,84.38,44.9,16.99,11.62,9.2,0.065,511.62,846.14,224.17
False,P2000,Wicked Sick,min,0,0,9,1,0,43.26,26.22,12.47,8.52,6.64,0.173,120.75,165.13,22.84
False,UMP-45,Wild Child,min,3,4,3,0,0,43.65,26.21,12.53,8.64,6.7,0.073,273.38,340.6,22.79
True,P90,Neoqueen,min,1,5,4,0,0,10.49,7.07,4.57,7.47,12.08,0.095,64.12,99.89,22.74
True,UMP-45,Primal Saber,min,0,10,0,0,0,19.62,9.75,3.99,4.29,3.18,0.07,97.5,138.25,22.72
True,UMP-45,Wild Child,min,0,3,5,0,2,84.38,44.9,16.99,11.62,9.2,0.186,238.05,299.87,22.71
True,P90,Shapewood,min,4,3,3,0,0,26.59,9.08,3.56,3.04,3.22,0.0659999999999999,144.28,191.99,22.67
True,FAMAS,Eye of Athena,min,5,1,4,0,0,26.65,12.8,6.71,6.33,7.3,0.0669999999999999,172.89,224.81,22.6
False,MP5-SD,Phosphor,min,7,3,0,0,0,9.1,5.68,3.69,3.75,3.38,0.021,80.74,118.82,22.58
True,XM1014,Entombed,min,0,10,0,0,0,21.63,10.95,6.51,5.59,5.49,0.07,109.5,151.8,22.5
True,R8 Revolver,Banana Cannon,min,4,4,2,0,0,14.97,6.97,3.43,2.72,2.54,0.058,94.62,134.68,22.5
True,P90,Neoqueen,min,7,3,0,0,0,10.49,7.07,4.57,7.47,12.08,0.021,94.64,134.68,22.48
True,P2000,Corticera,min,0,9,1,0,0,27.12,10.78,9.27,nan,nan,0.078,106.29,148.07,22.47
True,P2000,Wicked Sick,min,0,3,5,0,2,85.6,45.34,16.57,12.09,9.73,0.186,238.33,299.87,22.43
False,UMP-45,Momentum,min,9,0,1,0,0,8.57,5.45,3.78,3.52,3.34,0.015,80.91,118.82,22.41
True,MAG-7,Justice,min,0,0,10,0,0,28.07,9.53,3.97,3.22,3.07,0.15,39.7,71.41,22.39
True,FAMAS,Rapid Eye Movement,min,5,4,0,1,0,21.64,8.17,3.88,3.18,2.59,0.066,144.06,191.36,22.34
True,P2000,Wicked Sick,min,8,0,1,1,0,85.6,45.34,16.57,12.09,9.73,0.053,713.46,846.14,22.33
True,Sawed-Off,Kiss♥Love,min,0,2,8,0,0,41.69,17.39,8.97,7.55,6.46,0.1339999999999999,106.54,148.18,22.31
False,P2000,Wicked Sick,min,6,2,1,1,0,43.26,26.22,12.47,8.52,6.64,0.067,332.99,408.57,22.29
True,Sawed-Off,Devourer,min,2,7,0,1,0,25.39,12.26,6.62,5.75,4.94,0.087,142.35,189.23,22.2
False,UMP-45,Wild Child,min,0,0,9,1,0,43.65,26.21,12.53,8.64,6.7,0.173,121.41,165.13,22.18
True,Sawed-Off,Devourer,min,0,1,9,0,0,25.39,12.26,6.62,5.75,4.94,0.142,71.84,108.01,22.09
True,P250,Visions,min,0,2,8,0,0,35.05,17.14,9.06,8.15,6.76,0.1339999999999999,106.76,148.18,22.09
True,P90,Neoqueen,min,7,2,0,1,0,10.49,7.07,4.57,7.47,12.08,0.052,95.04,134.68,22.08
True,P2000,Wicked Sick,min,3,5,2,0,0,85.6,45.34,16.57,12.09,9.73,0.065,516.64,846.14,219.15
True,UMP-45,Wild Child,min,4,3,3,0,0,84.38,44.9,16.99,11.62,9.2,0.0659999999999999,523.19,846.14,212.6
True,UMP-45,Wild Child,min,1,2,6,0,1,84.38,44.9,16.99,11.62,9.2,0.149,285.32,353.32,21.92
True,P90,Neoqueen,min,2,3,5,0,0,10.49,7.07,4.57,7.47,12.08,0.096,65.04,99.89,21.82
True,P2000,Wicked Sick,min,1,2,6,0,1,85.6,45.34,16.57,12.09,9.73,0.149,285.43,353.32,21.81
True,FAMAS,Rapid Eye Movement,min,5,4,1,0,0,21.64,8.17,3.88,3.18,2.59,0.043,144.76,191.36,21.64
False,P2000,Wicked Sick,min,5,4,1,0,0,43.26,26.22,12.47,8.52,6.64,0.043,333.65,408.57,21.63
True,P90,Nostalgia,min,0,9,1,0,0,22.14,13.18,8.05,7.4,6.28,0.078,126.67,170.51,21.6
True,R8 Revolver,Banana Cannon,min,5,1,4,0,0,14.97,6.97,3.43,2.72,2.54,0.0669999999999999,95.54,134.68,21.58
True,P90,Neoqueen,min,8,1,1,0,0,10.49,7.07,4.57,7.47,12.08,0.022,95.56,134.68,21.56
True,XM1014,XOXO,min,2,7,1,0,0,22.25,7.91,3.31,2.95,2.59,0.064,103.18,143.44,21.55
True,MP7,Abyssal Apparition,min,5,4,0,1,0,21.8,8.23,3.98,3.02,2.73,0.066,144.94,191.36,21.46
True,AUG,Death by Puppy,min,1,7,2,0,0,23.97,12.41,8.0,7.1,nan,0.079,126.84,170.51,21.43
False,FAMAS,Rapid Eye Movement,min,0,10,0,0,0,10.47,4.66,2.17,1.8,1.69,0.07,46.6,78.19,21.39
False,Desert Eagle,Mecha Industries,min,6,4,0,0,0,9.45,6.34,4.82,5.22,4.41,0.028,82.06,118.82,21.26
True,P90,Neoqueen,min,8,0,1,1,0,10.49,7.07,4.57,7.47,12.08,0.053,95.96,134.68,21.16
True,P90,Neoqueen,min,0,8,2,0,0,10.49,7.07,4.57,7.47,12.08,0.086,65.7,99.89,21.16
False,MP5-SD,Phosphor,min,8,1,1,0,0,9.1,5.68,3.69,3.75,3.38,0.022,82.17,118.82,21.15
True,FAMAS,Rapid Eye Movement,min,6,0,4,0,0,21.64,8.17,3.88,3.18,2.59,0.06,145.36,191.36,21.04
True,FAMAS,Eye of Athena,min,2,6,2,0,0,26.65,12.8,6.71,6.33,7.3,0.072,143.52,189.23,21.03
True,UMP-45,Wild Child,min,2,8,0,0,0,84.38,44.9,16.99,11.62,9.2,0.056,527.96,846.14,207.83
True,P2000,Wicked Sick,min,4,3,3,0,0,85.6,45.34,16.57,12.09,9.73,0.0659999999999999,528.13,846.14,207.66
True,P2000,Wicked Sick,min,2,8,0,0,0,85.6,45.34,16.57,12.09,9.73,0.056,533.92,846.14,201.87
True,UMP-45,Wild Child,min,5,1,4,0,0,84.38,44.9,16.99,11.62,9.2,0.0669999999999999,534.76,846.14,201.03
True,Desert Eagle,Mecha Industries,min,9,1,0,0,0,22.47,14.77,10.6,10.88,9.61,0.007,217.0,273.61,20.93
True,P2000,Wicked Sick,min,5,2,2,1,0,85.6,45.34,16.57,12.09,9.73,0.082,563.91,672.52,20.9
True,P90,Neoqueen,min,3,1,6,0,0,10.49,7.07,4.57,7.47,12.08,0.097,65.96,99.89,20.9
False,MP7,Abyssal Apparition,min,0,10,0,0,0,10.32,4.71,2.18,1.8,1.62,0.07,47.1,78.19,20.89
True,P90,Neoqueen,min,6,3,0,0,1,10.49,7.07,4.57,7.47,12.08,0.066,96.23,134.68,20.89
False,P2000,Wicked Sick,min,4,2,4,0,0,43.26,26.22,12.47,8.52,6.64,0.074,275.36,340.6,20.81
True,FAMAS,Eye of Athena,min,0,1,9,0,0,26.65,12.8,6.71,6.33,7.3,0.142,73.19,108.01,20.74
False,UMP-45,Momentum,min,9,1,0,0,0,8.57,5.45,3.78,3.52,3.34,0.007,82.58,118.82,20.74
True,Five-SeveN,Fairy Tale,min,1,7,2,0,0,72.09,33.64,17.51,13.96,13.07,0.081,342.59,417.82,20.74
True,FAMAS,Rapid Eye Movement,min,0,0,10,0,0,21.64,8.17,3.88,3.18,2.59,0.15,38.8,68.43,20.71
True,R8 Revolver,Banana Cannon,min,0,9,1,0,0,14.97,6.97,3.43,2.72,2.54,0.078,66.16,99.89,20.7
True,XM1014,Entombed,min,1,7,2,0,0,21.63,10.95,6.51,5.59,5.49,0.079,111.3,151.8,20.7
False,P250,Visions,min,1,7,2,0,0,16.99,9.88,5.93,6.0,4.61,0.079,98.01,136.43,20.63
True,P250,Visions,min,6,3,0,0,1,35.05,17.14,9.06,8.15,6.76,0.066,268.48,332.32,20.5
True,MP7,Abyssal Apparition,min,5,4,1,0,0,21.8,8.23,3.98,3.02,2.73,0.043,145.9,191.36,20.5
False,SSG 08,Big Iron,min,0,10,0,0,0,21.3,9.95,6.79,7.25,6.06,0.07,99.5,137.97,20.47
True,MP7,Nemesis,min,3,7,0,0,0,28.01,13.31,9.2,nan,nan,0.049,177.2,227.32,20.47
True,Sawed-Off,Devourer,min,4,6,0,0,0,25.39,12.26,6.62,5.75,4.94,0.042,175.12,224.81,20.37
True,SG 553,Colony IV,min,0,0,10,0,0,72.42,27.82,11.55,9.16,8.31,0.15,115.5,156.24,20.36
True,FAMAS,Djinn,min,4,3,3,0,0,23.73,8.31,4.43,3.24,3.33,0.0659999999999999,133.14,176.45,20.3
True,UMP-45,Wild Child,min,0,3,5,1,1,84.38,44.9,16.99,11.62,9.2,0.179,240.47,299.87,20.29
True,Sawed-Off,Kiss♥Love,min,5,2,2,1,0,41.69,17.39,8.97,7.55,6.46,0.082,268.72,332.32,20.26
True,P90,Neoqueen,min,1,6,3,0,0,10.49,7.07,4.57,7.47,12.08,0.087,66.62,99.89,20.24
True,MP7,Neon Ply,min,7,3,0,0,0,10.3,4.84,2.09,1.65,1.56,0.021,86.62,122.75,20.12
True,CZ75-Auto,Yellow Jacket,min,4,4,2,0,0,27.95,12.12,8.66,7.19,7.18,0.058,177.6,227.32,20.07
True,P2000,Wicked Sick,min,0,3,5,1,1,85.6,45.34,16.57,12.09,9.73,0.179,240.69,299.87,20.07
True,Five-SeveN,Fowl Play,min,0,10,0,0,0,18.3,7.83,4.26,3.69,3.41,0.07,78.3,113.1,20.05
True,MP9,Hydra,min,0,8,2,0,0,31.78,13.98,8.21,6.92,6.54,0.086,128.26,170.51,20.01
False,MAG-7,Praetorian,min,2,7,1,0,0,3.24,2.08,1.79,1.64,nan,0.064,22.83,29.7,2.99
True,G3SG1,High Seas,min,5,1,4,0,0,5.91,2.84,1.18,1.22,0.95,0.0669999999999999,37.11,46.12,2.99
True,MAG-7,Insomnia,min,0,9,1,0,0,3.4,1.24,0.69,0.52,0.53,0.078,11.85,17.06,2.99
True,Negev,dev_texture,min,5,2,3,0,0,2.9,1.23,0.53,0.51,0.47,0.059,18.55,24.77,2.99
True,MP5-SD,Kitbash,min,1,0,9,0,0,3.27,1.69,0.83,0.79,0.58,0.1349999999999999,10.74,15.79,2.99
True,SCAR-20,Outbreak,min,1,9,0,0,0,1.15,0.67,0.32,0.23,0.26,0.063,7.18,11.7,2.99
True,G3SG1,Digital Mesh,min,2,8,0,0,0,1.63,0.72,0.29,0.38,0.26,0.056,9.02,13.81,2.99
True,Negev,Lionfish,min,0,7,3,0,0,2.7,1.16,0.58,0.53,0.52,0.094,9.86,14.77,2.98
False,SG 553,Dragon Tech,min,1,6,3,0,0,3.0,1.92,1.06,0.96,0.72,0.087,17.7,23.78,2.98
True,MP7,Special Delivery,min,1,8,1,0,0,7.52,4.01,2.26,1.99,1.71,0.071,41.86,51.56,2.98
True,UMP-45,Primal Saber,min,2,8,0,0,0,19.62,9.75,3.99,4.29,3.18,0.056,117.24,138.25,2.98
True,G3SG1,High Seas,min,0,3,7,0,0,5.91,2.84,1.18,1.22,0.95,0.126,16.78,22.73,2.98
True,SG 553,Dragon Tech,min,5,3,2,0,0,6.86,3.75,1.68,1.8,1.21,0.051,48.91,59.66,2.97
True,SG 553,Dragon Tech,min,2,7,0,1,0,6.86,3.75,1.68,1.8,1.21,0.087,41.77,51.45,2.97
True,Dual Berettas,Melondrama,min,0,9,1,0,0,22.51,8.48,4.47,3.16,2.7,0.078,80.79,96.33,2.97
True,Nova,Wild Six,min,0,7,3,0,0,2.77,1.18,0.54,0.57,0.46,0.094,9.88,14.77,2.96
True,R8 Revolver,Banana Cannon,min,6,3,1,0,0,14.97,6.97,3.43,2.72,2.54,0.036,114.16,134.68,2.96
True,Sawed-Off,Kiss♥Love,min,6,0,4,0,0,41.69,17.39,8.97,7.55,6.46,0.06,286.02,332.32,2.96
True,Dual Berettas,Tread,min,1,9,0,0,0,2.35,1.0,0.43,0.29,0.28,0.063,11.35,16.45,2.96
False,MP7,Abyssal Apparition,min,5,1,4,0,0,10.32,4.71,2.18,1.8,1.62,0.0669999999999999,65.03,78.19,2.96
True,FAMAS,Rapid Eye Movement,min,1,0,9,0,0,21.64,8.17,3.88,3.18,2.59,0.1349999999999999,56.56,68.43,2.95
True,G3SG1,Scavenger,min,0,5,5,0,0,2.99,1.61,0.91,0.8,0.7,0.11,12.6,17.89,2.95
True,P2000,Acid Etched,min,2,7,1,0,0,6.05,1.95,0.94,0.77,0.72,0.064,26.69,34.08,2.95
False,P90,Vent Rush,min,1,7,2,0,0,2.97,1.81,1.05,0.87,0.72,0.079,17.74,23.78,2.94
True,G3SG1,Digital Mesh,min,3,5,2,0,0,1.63,0.72,0.29,0.38,0.26,0.065,9.07,13.81,2.94
False,Sawed-Off,Apocalypto,min,1,9,0,0,0,1.93,0.86,0.5,0.43,0.42,0.063,9.67,14.51,2.94
True,Glock-18,Umbral Rabbit,min,3,1,6,0,0,17.28,9.16,3.82,4.88,3.32,0.097,83.92,99.89,2.94
True,Dual Berettas,Flora Carnivora,min,0,2,6,2,0,8.32,3.49,1.71,1.34,1.22,0.18,19.92,26.29,2.94
False,R8 Revolver,Banana Cannon,min,2,3,5,0,0,6.03,3.97,2.35,1.87,1.68,0.096,35.72,44.46,2.94
True,G3SG1,High Seas,min,0,3,6,1,0,5.91,2.84,1.18,1.22,0.95,0.1489999999999999,16.82,22.73,2.94
True,CZ75-Auto,Pole Position,min,6,3,1,0,0,3.73,1.49,0.66,0.76,0.64,0.036,27.51,35.01,2.93
True,UMP-45,Plastique,min,0,0,9,1,0,4.85,2.29,1.01,1.25,0.94,0.173,10.34,15.26,2.93
True,UMP-45,Oscillator,min,2,8,0,0,0,1.28,0.61,0.34,0.34,0.35,0.056,7.44,11.92,2.93
True,P90,Off World,min,0,10,0,0,0,1.5,0.77,0.39,0.68,0.29,0.07,7.7,12.22,2.93
True,MP7,Powercore,min,1,6,3,0,0,5.75,2.6,1.18,1.36,1.1,0.087,24.89,31.98,2.92
True,MP7,Powercore,min,4,5,1,0,0,5.75,2.6,1.18,1.36,1.1,0.05,37.18,46.12,2.92
True,M249,Emerald Poison Dart,min,1,2,7,0,0,4.16,2.67,1.87,1.63,nan,0.119,22.59,29.34,2.92
True,Five-SeveN,Triumvirate,min,6,0,4,0,0,6.74,4.28,2.79,2.28,2.35,0.06,51.6,62.69,2.92
False,MP7,Nemesis,min,4,3,3,0,0,10.65,6.15,4.77,nan,nan,0.0659999999999999,75.36,90.02,2.92
False,CZ75-Auto,Pole Position,min,3,6,1,0,0,1.88,0.75,0.43,0.4,0.37,0.057,10.57,15.5,2.91
True,MAC-10,Toybox,min,0,1,9,0,0,27.6,10.71,5.78,4.4,3.7,0.142,62.73,75.48,2.91
False,P90,Vent Rush,min,3,2,5,0,0,2.97,1.81,1.05,0.87,0.72,0.089,17.78,23.78,2.9
True,SG 553,Phantom,min,1,9,0,0,0,2.93,1.36,0.77,0.79,0.83,0.063,15.17,20.77,2.89
False,M249,Downtown,min,0,9,1,0,0,2.95,1.86,1.05,0.85,0.73,0.078,17.79,23.78,2.89
False,G3SG1,Flux,min,2,8,0,0,0,18.34,10.05,6.18,5.43,4.98,0.056,117.08,137.97,2.89
True,MAG-7,Praetorian,min,1,8,1,0,0,6.56,4.27,2.93,2.52,nan,0.071,43.65,53.51,2.88
True,M249,Downtown,min,0,2,6,2,0,5.96,3.5,1.69,1.42,1.26,0.18,19.98,26.29,2.88
False,M249,Downtown,min,3,5,2,0,0,2.95,1.86,1.05,0.85,0.73,0.065,20.25,26.6,2.88
True,CZ75-Auto,Circaetus,min,1,9,0,0,0,1.73,0.64,0.34,0.32,0.33,0.063,7.49,11.92,2.88
True,SCAR-20,Powercore,min,0,0,10,0,0,3.68,1.19,0.55,0.53,0.64,0.15,5.5,9.61,2.86
True,Glock-18,Umbral Rabbit,min,0,2,8,0,0,17.28,9.16,3.82,4.88,3.32,0.1339999999999999,48.88,59.5,2.86
True,R8 Revolver,Banana Cannon,min,4,1,5,0,0,14.97,6.97,3.43,2.72,2.54,0.082,84.0,99.89,2.86
False,Dual Berettas,Flora Carnivora,min,2,7,1,0,0,3.31,1.8,1.05,0.82,0.74,0.064,20.27,26.6,2.86
False,P90,Shapewood,min,2,8,0,0,0,8.88,4.15,1.92,1.7,1.73,0.056,50.96,61.89,2.86
False,M249,Downtown,min,3,2,5,0,0,2.95,1.86,1.05,0.85,0.73,0.089,17.82,23.78,2.86
True,SCAR-20,Outbreak,min,2,7,1,0,0,1.15,0.67,0.32,0.23,0.26,0.064,7.31,11.7,2.86
True,MAG-7,Petroglyph,min,0,0,10,0,0,2.79,1.16,0.55,0.53,nan,0.15,5.5,9.61,2.86
True,SG 553,Dragon Tech,min,0,2,6,0,2,6.86,3.75,1.68,1.8,1.21,0.194,20.0,26.29,2.86
True,SG 553,Phantom,min,4,5,1,0,0,2.93,1.36,0.77,0.79,0.83,0.05,19.29,25.47,2.86
True,MAC-10,Pipe Down,min,0,2,8,0,0,3.88,1.64,0.9,0.74,0.66,0.1339999999999999,10.48,15.34,2.86
True,FAMAS,Eye of Athena,min,0,4,5,1,0,26.65,12.8,6.71,6.33,7.3,0.141,91.08,108.01,2.85
False,CZ75-Auto,Yellow Jacket,min,3,5,2,0,0,10.78,6.79,4.57,3.85,3.37,0.065,75.43,90.02,2.85
True,MAC-10,Pipe Down,min,0,5,5,0,0,3.88,1.64,0.9,0.74,0.66,0.11,12.7,17.89,2.85
True,MAC-10,Allure,min,1,6,3,0,0,4.1,1.74,0.89,0.69,0.63,0.087,17.21,23.06,2.85
False,SG 553,Dragon Tech,min,1,9,0,0,0,3.0,1.92,1.06,0.96,0.72,0.063,20.28,26.6,2.85
True,Nova,Wild Six,min,2,8,0,0,0,2.77,1.18,0.54,0.57,0.46,0.056,14.98,20.51,2.85
True,MP5-SD,Kitbash,min,0,3,7,0,0,3.27,1.69,0.83,0.79,0.58,0.126,10.88,15.79,2.85
True,Sawed-Off,Apocalypto,min,0,1,9,0,0,5.03,1.72,0.91,0.73,0.66,0.142,9.91,14.67,2.84
True,CZ75-Auto,Distressed,min,0,10,0,0,0,0.86,0.27,0.13,0.12,0.12,0.07,2.7,6.37,2.84
True,P250,Re.built,min,0,9,1,0,0,2.79,1.26,0.66,0.53,0.5,0.078,12.0,17.06,2.84
True,G3SG1,Scavenger,min,0,2,8,0,0,2.99,1.61,0.91,0.8,0.7,0.1339999999999999,10.5,15.34,2.84
True,MP5-SD,Desert Strike,min,0,10,0,0,0,1.21,0.27,0.14,0.12,0.12,0.07,2.7,6.37,2.84
True,R8 Revolver,Bone Forged,min,0,10,0,0,0,0.65,0.27,0.15,0.17,0.16,0.07,2.7,6.37,2.84
True,CZ75-Auto,Pole Position,min,6,3,0,1,0,3.73,1.49,0.66,0.76,0.64,0.059,27.61,35.01,2.83
True,Five-SeveN,Triumvirate,min,4,0,6,0,0,6.74,4.28,2.79,2.28,2.35,0.09,43.7,53.51,2.83
True,M249,Deep Relief,min,2,8,0,0,0,1.67,0.73,0.3,0.25,0.23,0.056,9.18,13.81,2.83
True,CZ75-Auto,Eco,min,0,9,1,0,0,6.85,2.64,1.22,1.16,1.14,0.078,24.98,31.98,2.83
True,Galil AR,Crimson Tsunami,min,0,10,0,0,0,4.82,2.99,1.9,1.85,1.82,0.07,29.9,37.64,2.83
True,Sawed-Off,Highwayman,min,1,1,8,0,0,7.04,3.39,1.34,0.92,0.95,0.127,21.15,27.58,2.83
True,M249,Aztec,min,2,0,8,0,0,3.5,1.92,1.01,0.87,0.71,0.12,15.08,20.59,2.83
True,MP7,Abyssal Apparition,min,7,0,2,1,0,21.8,8.23,3.98,3.02,2.73,0.0679999999999999,163.58,191.36,2.82
True,Sawed-Off,Kiss♥Love,min,0,0,0,4,6,41.69,17.39,8.97,7.55,6.46,0.422,68.96,82.55,2.82
False,MP7,Powercore,min,1,9,0,0,0,2.8,1.36,0.65,0.7,0.53,0.063,15.04,20.54,2.82
True,FAMAS,Eye of Athena,min,0,2,6,2,0,26.65,12.8,6.71,6.33,7.3,0.18,78.52,93.54,2.82
True,M249,Emerald Poison Dart,min,0,5,5,0,0,4.16,2.67,1.87,1.63,nan,0.11,22.7,29.34,2.81
True,SG 553,Cyberforce,min,0,10,0,0,0,3.52,1.35,0.66,0.54,0.52,0.07,13.5,18.75,2.8
False,FAMAS,Rapid Eye Movement,min,0,2,8,0,0,10.47,4.66,2.17,1.8,1.69,0.1339999999999999,26.68,33.91,2.8
True,UMP-45,Oscillator,min,3,5,2,0,0,1.28,0.61,0.34,0.34,0.35,0.065,7.57,11.92,2.8
